"contract_id","minerID","volume_MWh","attestation_id","defaulted","step4_ZL_contract_complete","step5_redemption_data_complete","step6_attestation_info_complete","step7_certificates_matched_to_supply","step8_IPLDrecord_complete","step9_transaction_complete","step10_volta_complete","step11_finalRecord_complete"
"20220207_SP_PL_transaction_1_contract_1","f023198",1006,"20220207_SP_PL_transaction_1_attestation_84",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023200",162,"20220207_SP_PL_transaction_1_attestation_85",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023462",5,"20220207_SP_PL_transaction_1_attestation_86",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023534",4,"20220207_SP_PL_transaction_1_attestation_87",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023565",1412,"20220207_SP_PL_transaction_1_attestation_88",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023660",110,"20220207_SP_PL_transaction_1_attestation_89",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023662",259,"20220207_SP_PL_transaction_1_attestation_90",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023678",63,"20220207_SP_PL_transaction_1_attestation_91",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023853",116,"20220207_SP_PL_transaction_1_attestation_92",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023854",92,"20220207_SP_PL_transaction_1_attestation_93",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023855",104,"20220207_SP_PL_transaction_1_attestation_94",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023858",44,"20220207_SP_PL_transaction_1_attestation_95",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023859",44,"20220207_SP_PL_transaction_1_attestation_96",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023861",50,"20220207_SP_PL_transaction_1_attestation_97",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023868",44,"20220207_SP_PL_transaction_1_attestation_98",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023869",46,"20220207_SP_PL_transaction_1_attestation_99",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023870",42,"20220207_SP_PL_transaction_1_attestation_100",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023871",45,"20220207_SP_PL_transaction_1_attestation_101",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023876",46,"20220207_SP_PL_transaction_1_attestation_102",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023928",48,"20220207_SP_PL_transaction_1_attestation_103",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023982",4,"20220207_SP_PL_transaction_1_attestation_104",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023983",4,"20220207_SP_PL_transaction_1_attestation_105",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_1","f023984",4,"20220207_SP_PL_transaction_1_attestation_106",0,0,0,0,0,0,0,0,0
