"tranche_id","productType","energySources","contractDate","deliveryDate","reportingStart","reportingEnd","sellerName","sellerAddress","country","region","volume_MWh","step2_order_complete","step3_match_complete","step4_contract_complete","step5_attestation_complete","step6_IPLDrecord_complete","step7_transaction_complete","step8_volta_complete","step9_finalRecord_complete"
"20211115_3D_PL_transaction_1_line_109","LGC","wind, solar","2021-11-15","2022-04-15","2021-01-01","2021-12-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","AU","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_110","LGC","wind, solar","2021-11-15","2022-04-15","2021-01-01","2021-12-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","AU","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_111","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_112","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_113","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_114","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_115","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-01-01","2021-01-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_116","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-02-01","2021-02-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_117","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-03-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_118","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-04-01","2021-04-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_119","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_120","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_121","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_122","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-08-01","2021-08-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_123","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-04-01","2021-04-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_124","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-04-01","2021-04-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_125","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",8,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_126","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_127","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_128","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",8,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_129","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_130","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_131","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",9,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_132","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_133","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-08-01","2021-08-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_134","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-08-01","2021-08-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",9,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_135","GO","wind, solar","2021-11-15","2022-04-15","2021-03-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",5,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_136","GO","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_137","GO","wind, solar","2021-11-15","2022-04-15","2021-08-01","2021-08-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",4,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_138","GO","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_139","GO","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_140","GO","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_141","GO","wind, solar","2021-11-15","2022-04-15","2021-01-01","2021-01-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",4,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_142","GO","wind, solar","2021-11-15","2022-04-15","2021-02-01","2021-02-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_143","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",11,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_144","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-04-01","2021-04-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_145","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_146","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",6,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_147","GO","wind, solar","2021-11-15","2022-04-15","2021-04-01","2021-04-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",4,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_148","GO","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_149","GO","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","DK","",4,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_150","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-08-01","2021-08-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_151","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_152","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_153","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_154","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","NPCC",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_155","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",7,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_156","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",31,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_157","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_158","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",14,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_159","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_160","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-08-01","2021-08-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","US","WECC",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_161","GREEN-E","wind, solar","2021-11-15","2022-04-15","2020-07-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",1,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_162","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-01-01","2021-01-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_163","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-02-01","2021-02-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",5,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_164","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-03-01","2021-03-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",5,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_165","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-04-01","2021-04-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",4,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_166","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-05-01","2021-05-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",3,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_167","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-06-01","2021-06-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_168","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-07-01","2021-07-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",2,1,1,0,0,0,0,0,0
"20211115_3D_PL_transaction_1_line_169","GREEN-E","wind, solar","2021-11-15","2022-04-15","2021-08-01","2021-08-31","3Degrees Group, Inc","235 Montgomery St Suite 320 CA94104 San Francisco US","CA","",2,1,1,0,0,0,0,0,0
