"certificate","volume_MWh","order_folder","contract","minerID","contract_country","certificate_country","country_match","contract_region","certificate_region","region_match","contract_start","certificate_start","start_match","contract_end","certificate_end","end_match","cert_within_contract","country_region_and_certWithinContract"
"20220429_SP_delivery_598_certificate_598",133,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023662","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_599_certificate_599",43,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023678","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_600_certificate_600",92,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023853","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_601_certificate_601",77,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023854","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_602_certificate_602",81,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023855","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_603_certificate_603",33,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023858","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_604_certificate_604",35,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023859","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_605_certificate_605",37,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023861","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_606_certificate_606",31,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023868","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_607_certificate_607",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023869","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_608_certificate_608",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023870","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_609_certificate_609",32,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023871","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_610_certificate_610",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023876","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_611_certificate_611",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023928","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_612_certificate_612",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023982","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_613_certificate_613",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023983","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_614_certificate_614",7,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023984","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_615_certificate_615",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f023985","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_616_certificate_616",89,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024006","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_617_certificate_617",78,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024007","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_618_certificate_618",70,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024008","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_619_certificate_619",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024012","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_620_certificate_620",40,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024013","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_621_certificate_621",47,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024066","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_622_certificate_622",53,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024081","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_623_certificate_623",57,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024084","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_624_certificate_624",31,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024136","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_625_certificate_625",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024146","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_626_certificate_626",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024147","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_627_certificate_627",32,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024148","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_628_certificate_628",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024182","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_629_certificate_629",15,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024468","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_630_certificate_630",101,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f024511","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_631_certificate_631",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f025025","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_632_certificate_632",468,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f029401","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_633_certificate_633",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f029416","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_634_certificate_634",13,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f030125","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_635_certificate_635",60,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f030384","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_636_certificate_636",490,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f033123","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_637_certificate_637",164,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0136014","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_638_certificate_638",31,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0136033","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_639_certificate_639",363,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0137019","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_640_certificate_640",382,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0141446","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_641_certificate_641",114,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0143110","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_642_certificate_642",169,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0143928","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_643_certificate_643",310,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0144194","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_644_certificate_644",2099,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0144313","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_645_certificate_645",638,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0146393","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_646_certificate_646",40,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0146751","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_647_certificate_647",92,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0146875","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_648_certificate_648",149,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0149026","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_649_certificate_649",150,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0151341","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_650_certificate_650",224,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0151371","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_651_certificate_651",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0151453","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_652_certificate_652",86,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0151498","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_653_certificate_653",56,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0151692","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_654_certificate_654",81,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0152854","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_655_certificate_655",64,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0152943","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_656_certificate_656",143,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0153804","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_657_certificate_657",376,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0153960","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_658_certificate_658",184,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0154238","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_659_certificate_659",44,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0155258","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_660_certificate_660",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0155687","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_661_certificate_661",138,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0158142","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_662_certificate_662",186,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0158950","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_663_certificate_663",64,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0158993","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_664_certificate_664",478,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0159380","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_665_certificate_665",222,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0159649","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_666_certificate_666",50,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0159961","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_667_certificate_667",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0161916","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_668_certificate_668",41,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0162183","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_669_certificate_669",51,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0164291","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_670_certificate_670",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0167137","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_671_certificate_671",45,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0172300","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_672_certificate_672",46,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0199223","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_673_certificate_673",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0215370","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_674_certificate_674",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0216138","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_675_certificate_675",275,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0217771","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_676_certificate_676",800,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0218559","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_677_certificate_677",815,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0219106","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_678_certificate_678",302,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0220004","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_679_certificate_679",94,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0220632","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_680_certificate_680",1945,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0222674","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_681_certificate_681",80,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0223316","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_682_certificate_682",219,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0224984","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_683_certificate_683",229,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0227567","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_684_certificate_684",19,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0228232","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_685_certificate_685",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0231112","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_686_certificate_686",119,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0232459","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_687_certificate_687",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0232650","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_688_certificate_688",121,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0239678","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_689_certificate_689",81,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0239688","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_690_certificate_690",155,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0240035","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_691_certificate_691",223,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0240392","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_692_certificate_692",207,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0241764","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_693_certificate_693",174,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0396188","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_694_certificate_694",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0396846","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_695_certificate_695",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0397083","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_696_certificate_696",20,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0397802","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_697_certificate_697",123,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0399814","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_698_certificate_698",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0400103","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_699_certificate_699",56,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0400307","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_700_certificate_700",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0400644","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_701_certificate_701",45,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0402431","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_702_certificate_702",60,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0403050","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_703_certificate_703",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0403177","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_704_certificate_704",764,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0404193","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_705_certificate_705",276,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0406475","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_706_certificate_706",71,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0406478","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_707_certificate_707",204,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0410701","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_708_certificate_708",139,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0413684","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_709_certificate_709",371,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0413801","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_710_certificate_710",863,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0417767","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_711_certificate_711",296,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0419945","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_712_certificate_712",76,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0421858","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_713_certificate_713",192,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0422229","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_714_certificate_714",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0427393","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_715_certificate_715",1905,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0427989","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_716_certificate_716",532,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0432329","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
"20220429_SP_delivery_717_certificate_717",395,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_4","f0432345","CN","CN",true,"","",true,"2021-07-01","2021-07-01",true,"2021-08-31","2021-08-31",true,true,true
